OPUIC,Stop name,Station abbreviation
1105991,"Lahr (Schw), Herzzentrum",
1105989,"Lahr (Schw), Gutenbergstrasse",
1203028,"Tauchendorf, Ort",
8530303,Les Fumeaux,FUM
8593597,"Neuchâtel, Fontaine-André",
8593581,"Neuchâtel, Collège des Parcs",
8504391,Les Frêtes,FRET
8593614,"Peseux, Cévenols",
1401972,"Les Houches, Fontaine",
1401971,"Les Houches, Téléphérique de B",
1401961,"Chamonix-Mont-Blanc, Les Tines",
1401924,"Ville-la-Grand, Gare Rotonde",
1108365,"Breitenholz, Abzw. Bahnhof",
8586602,Tankstelle PU Bossi Hemmi,
1108233,"Bolsterlang, Ortsmitte",
1108208,"Kempten (D), Kollerbach",
1108203,"Kempten (D), Buchenberger Weg",
1108190,"Hirschdorf, Ortseingang",
1108782,"Breisach, Gerberstrasse",
8593153,"Vernier, Châtelaine-Pt-Bois",
1401948,"Abondance, Commelinges",
1106297,"Holzhausen, Lindenweg",
8593655,"La Chaux-de-Fonds, Ormes",
1106296,"Rheinbischofsheim, Schwanen",
8595075,"Dietlikon, In Lampitzäckern",
1106290,"Linx, Holzhauser Strasse",
8590539,"Dietlikon, Bahnhof/Bad",
1106285,"Diersheim, Oberdiersheim",
8588315,"Bassersdorf, Grindel",
1106281,"Endingen (D), Schulzentrum",
8519706,Oberentfelden Ankematt,OSAM
1106267,"Oberrotweil, Bad",
1100685,"Burkheim, Kreuz-Post",
1106264,"Oberbergen, Badbergstrasse",
1100686,"Achkarren, WG",
1106252,"Breisach, Christmannsweg",
1100744,"Staufen (Brsg), Kapuzinerhof",
8510382,"Porrentruy, Joseph Trouillat",
1108290,"Weissensberg, Lindenstrasse",
1108439,"Waldstadt, Glogauer Strasse",
8585584,88 Garage Scuol,
1108437,"Waldstadt, Zentrum",
1201885,"Hard, Rheinstrasse",
1108435,"Halle (Saale), Rennbahnkreuz",
1108778,"Betzingen, Hoffmannstrasse",
1202980,"Spital am Semmering, Gemeinde",
1108777,"Betzingen, Mitte",
8505956,"Grono, Posta",
1108775,"Reutlingen (D), Hauptbahnhof",
8509542,55 Garage Martigny,
1108340,"Waldkirch (D), Post",
1203023,"Mitterdorf-Veitsch, Bahnhof",
1108332,"Kollnau, Birkenweg",
1202973,"Selzthal, Bahnhof",
8510258,"Oberkulm, Bahnhof",
1108509,"Hamburg, Zweibrückenstrasse",
1108397,"Teschow, Gaststätte",
1105960,"Schutterwald, Blumenstrasse",
1105428,"Karlsruhe, Werderstrasse",
1105958,"Neuried, Altenheim Vogesenstr.",
1105422,"Karlsruhe, Welfenstrasse",
1105944,"Waltersweier, Ortsmitte",
1105418,"Hagsfeld, Reitschul. Schleife",
1105941,"Offenburg, Otto-Hahn-Strasse",
1105415,"Hagsfeld, Hallesche Allee",
1105925,"Zunsweier, Stöcklesgasse",
1105391,"Haidgau, Schule",
1105886,"Lahr (Schw), Im oberen Garten",
8508713,"Stans, Kreuzstrasse",
1108960,"Weitnau, Weilerle",
8580943,"Stans, Breiten",
1401917,"Annemasse, Moillesulaz",
8581520,"Oberdorf NW, Wilrank",
1108545,"Neckarzimmern, Kirche",
8580722,Oerlingen,
1108541,"Flehingen, Schlossgartenhalle",
8581466,"Sarnen, Kernserstrasse",
1108533,"Bretten, Otto-Hahn-Strasse",
8590548,"Dübendorf, Bahnhof Nord",
1108532,"Bretten Schulzentrum, Bahnhof",
8501241,Meillerie (F) (lac),
1108756,"Berlin, Waidmannsluster Damm",
1108485,"Maria Steinbach, Abzweigung",
8596004,"Münchenbuchsee, Bahnhof",
1151526,"Pfäffingen, Bahnhof",
1108482,"Lautrach, Am Stausee",
8575893,"Collinasca, L'Ovi",
1108334,"Kollnau, Lärchenweg",
1108480,"Lautrach, Ort",
8571359,"Bern, Länggasse",
1108333,"Kollnau, Friedhof",
1108479,Ferthofen,
8595201,"Lyss, KUFA",
8586840,86 PU TPM SA San Bernardino,
1100692,"Sasbach (Rhein), Bahnhof",
8594213,"Breganzona, Camara Medi",
8586831,"88 PU Terretaz SA, Zernez",
1106508,"Marzell, Schule",
8571403,"Rüeggisberg, Gemeindehaus",
8594305,"Würenlos, Bahnhofplatz",
1106495,"Deggenhausertal, Oberweiler",
8578854,"Corzoneso, Sasso Rorina",
1105571,"Mannheim, Exerzierplatz",
1106489,"Neufra, Hohenzollernstrasse",
8571348,"Murzelen, Dorf",
1105565,"Käfertal, Bahnhof (RNV)",
1203071,"Wolfsberg in Kärnten, Bahnhof",
8531143,Cardada (Seggiovia Cimetta),
1300059,"Baraggia, 50mt del semaforo",
1106244,"Hugstetten, Bahnhof",
8582195,"Moos, Bahnhof",
1108328,"Bietigheim, Krone",
1203006,"Gedersdorf, Kremser Strasse",
8583046,"Bern, Forsthaus",
1108326,"Bietigheim (Baden), Bahnhof",
1108725,"Huzenbach, Kurhaus",
8504106,Bern Bümpliz Süd,BNBS
1108305,"Gärtringen, Bahnhof",
1108395,"München, Holzkirchner Bahnhof",
8588699,"Bern, Wankdorf Center",
1105383,"Oberreut, W.-Leuschner-Strasse",
8510248,"63 Garage Sarnen, Giswil",
8507274,Blankenburg,BLB
1105374,"Bruchsal, Zickstrasse",
1105845,"Friesenheim (Bd), Kreuzung B3",
8580994,"Locarno, Palexpo",
1105348,"Durlach, Steiermärker Strasse",
1105839,"Friesenheim (Baden), Bahnhof",
8502937,"Brenzikofen, Dorf",
1105347,"Bruchsal, Durlacher Strasse",
1105093,"Bad Waldsee, Penny",
8510359,"Fräschels, Dorf",
1105339,"Durlach, Gritznerstrasse",
1105087,"Berg (RV), Obere Halde",
8593306,"Herrenschwanden, Möösliweg",
1105337,"Durlach, Ellmendinger Strasse",
1105074,"Pfullendorf, ALNO",
8590115,"Bern, Dampfzentrale",
1105332,"Durlach, Schlesier Str. West",
1105073,"Pfullendorf, ALNO Werkseingang",
8571436,"Bümpliz, Bachmätteli",
8573450,"Feuerthalen, Lindenbuck",
1108544,"Neckarzimmern, Bahnhof",
8591618,"Lugano, Tassino",
8580596,"Feuerthalen, Bahnhof",
1108527,"Eppingen, Bahnhof",
8507010,Bern Weyermannshaus,BNWM
8593682,"La Chaux-de-Fonds, Musées",
1108526,"Sulz (Neckar), Bahnhof/Post",
8508075,"Bern, Breitenrain",
8593704,"La Chaux-de-Fonds, M St-Hélier",
1108522,"Hundsangen, Obererbacher Str.",
8587810,"Fraubrunnen, Bahnhof",FBBF
8593695,"La Chaux-de-Fonds, Gibraltar",
8579624,"Neuchâtel, Terreaux Muséum",
8505563,"Pregassona, Paese",
8593669,"La Chaux-de-Fonds, Foulets",
8593607,"Neuchâtel, Ste-Hélène",
8507223,"Piano Stampa, Farera",
8593631,"La Chaux-de-Fonds, Forges",
8593575,"Neuchâtel, Porte-des-Acacias",
8578969,"Contra, Diga",
8573538,"Kollbrunn, Bahnhof",
8593608,"Neuchâtel, Piscines",
8531194,Oeschseite Chaltebrunne,
8573185,"Uerzlikon, Kappelerstrasse",
1108416,"Kolkwitz, Rathaus",
8590010,"Bern, Brunnhof",
1108772,"Wannweil, Schulstrasse",
8593736,"Le Locle, Primevères",
8507389,Zweilütschinen,ZWEI
8506187,Wängi Güterbahnhof,WGB
8557068,"Martigny, Prés Aubert",
8508088,Gerlafingen,GLF
1108569,"Pfalzgrafenweiler, Sportanlage",
8583603,"Martigny, Finettes",
8518963,Solothurn Allmend,SOAD
1105551,"Ettlingen, Schröderstrasse",
1105030,"Norsingen, Kirchhofener Str.",
1300111,Porlezza (lago),
1105496,"Karlsruhe, Konzerthaus",
8519209,Winterthur Post,WPOS
1300108,Oria (lago),
1105491,"Karlsruhe, Kunstakademie/HS",
1108270,"Hartmannshain, Lauterbacherstr",
1300099,Baveno (lago),
1105490,"Wörth (Rhein), Bahnhof",
1108267,"Opfenbach, Schule",
1300095,Luino (lago),
1105488,"Wörth (Rhein), Ottstrasse",
1108264,"Opfenbach, Ruhlands Gärtnerei",
1300093,Arona (lago),
1105486,"Wörth (Rhein), Dorschbergstr.",
1108257,"Opfenbach, Rathaus",
1300083,Belgirate (lago),
1108681,"Bad Suderode, Bahnhof",
1108248,"Niedersonthofen, Gebhart",
8574530,Obermutten,
1108680,"Sternhaus-Ramberg, Ortsmitte",
8579696,"Sevelen, Büeli",SEVB
8577004,"Ostermundigen, Zollgasse",
1108463,"Bellheim, Bahnhof",
8574316,"Salez-Sennwald, Bahnhof",
8587808,"Kerzers, Käserei",
1108385,"Dettingen-Gsaidt, Bahnhof",
8510103,"Furna, Riedji",
8589078,"Mittelhäusern, Bahnhof",
1108382,"Entringen, Obere Strasse",
1108711,"Stiefenhofen, Hopfen",
8507712,"Riggisberg, Spital",
1108378,"Altingen(Württ), Bahnhof",
8502029,Mosen,MO
8591799,"Lugano, Scuole Molino Nuovo",
1108374,"Tübingen, Hauptbahnhof Süd",
1105831,"Offenburg, Einkaufszentren/OT",
8576975,"Münchenbuchsee, Coop",
1108371,"Tübingen, Hauptbahnhof",
1105823,"Zell-Weierbach, Am Sahlesbach",
8505771,Sonogno,
1108735,"Ribnitz-Damgarten, Bahnhof Ost",
1108670,"Gengenbach, Schönberg Pflug",
8571648,"Vorderfultigen, Abzw. Egg",
8574763,"Schiers, EMS/Spital",
1108665,"Nordrach, Regelsbach",
8571442,"Frauenkappelen, Chrüzhubel",
1108689,"Ilfeld, Bahnhof",
1108630,"Gengenbach, Schulstrasse",
8590022,"Bern, Schönegg",
1105612,"Mannheim-Seckenheim, Bahnhof",
8510318,"Balzers, Mariahilf",
8580993,"Locarno, Case Popolari",
1108293,"Weissensberg, Schwatzen",
1108473,"Norddeich Mole, Bahnhof",
8578919,"Brissago, Municipio",
1108745,"Brigachtal Kirchdorf, Apotheke",
8586828,86 PU Mark Wergenstein,
8571373,"Ortschwaben, Gehracker",
1108744,"Grüningen (Neckar), Bergring",
1105797,"Schrozberg, Bahnhof",
8586211,"Riggisberg, USZ",
1108726,"Karlsruhe, Augartenstrasse",
1105790,"Marzell, Kindergarten",
8590028,"Bern, Bierhübeli",
1106630,"Leutkirch, Isnyer Strasse",
1105786,"Marzell, Edenbach",
8505546,Lugano Excelsior (lago),
1106623,"Pfullendorf, Bahnhof/Stadtg.",
1105784,"Offenburg, Burda",
8581785,"Uetendorf, Gibliz",
1106621,"Pfullendorf, Strigel",
1105782,"Diersburg, Römerstrasse",
8510413,"Zweisimmen, Site Alp",
1106604,"Bad Schussenried, Olzreute",
1105769,"Rammersweier, Fuchshalde",
8579955,"Savosa, Liceo Ovest",
1106602,Kleinwinnaden,
1401913,"Obernai, Busparkplatz",
8590000,"Spiegel, Jurablick",
1106586,"Bad Saulgau, Bahnhof",
1108228,"Langenwang (Schwab), Bahnhof",
8504788,"Grattavache, village",
8585877,"88 Garage Ramosch, Laurent",
1108227,"Langenwang (D), Breitachbrücke",
8580939,"Bern Europaplatz, Bahnhof",
8586843,"88 PU Terretaz, Müstair",
1401911,"Schaeffersheim, Rathaus",
8575177,"Tenero, Stazione",
8519489,"Zürich Oerlikon, Bahnhof (Vzw)",
1401905,"Erstein, Bruhly",
8589268,"Spiegel, Zentrum",
8519508,"Zürich, Kirche Fluntern (Wds)",
1108206,"Kempten (D), Haubensteigweg",
8591579,"Albonago, Roccolo",
1108656,"Berlin, Rotes Rathaus (U)",
1108202,"Kempten (D), Stadtbadstrasse",
8507921,"Vechigen, Bahnhof",
1105231,"Ostrach, Kalkreute",
1108196,"Kempten (D), Im Stiftallmey",
8591653,"Viganello, Centro",
1105222,"Ostrach, Föhrenweg",
1105605,"Mannheim, Schafweide",
8582569,"Guggisberg, Kirchhalten",
1105217,"Ostrach, Pennymarkt",
1105595,"Mannheim, Marktplatz",
1203149,"Purkersdorf Sanatorium,Bahnhof",
1105199,"Schluchsee, Rathaus",
1105582,"Käfertal, Jugendverkehrsschule",
1203130,"Feldbach/Raab, Bahnhof",
1105185,"Schluchsee, Vorderaha",
1109001,"Buchenberg, Kenels Tobelsäge",
8580587,"Domat/Ems, Abzw. Felsberg",
1105183,"Schluchsee, Äule",
8504398,"Neuchâtel,Place Pury Littorail",NPLI
8572659,"Chur, Sommerau",
1105175,"Titisee, Action Forest",
8582512,"Bad Zurzach, Tulpenweg",
8505854,Porto Ronco,
1105162,"Illmensee, Schule",
8583655,"Bad Zurzach, Regibad",
8571371,"Herrenschwanden, Mööslimatt",
8503638,"Galgenen, Kirche",
8582511,"Bad Zurzach, Fliederweg",
8577860,"Schwarzenburg, Bahnhof",
8573833,"Galgenen, Diga",
8571804,"Le Prévoux, Les Combes",
8572845,"Wolhusen, Emsern",
8571803,"Le Locle, cimetière",
8575929,"Illnau, Horben",
8571830,"Le Locle, La Combe-Jeanneret",
8575926,"Illnau, Chrummenacher",
8571831,"Le Locle, Haut-du-Quartier",
8575919,"Effretikon, Zentrum",
8519642,Tössmühle Ost,TOST
8575121,"Wil ZH, Breitenmatt",
1108993,"Buchenberg, Abzw. Hochreuten",
8583590,"Rafz, Pflegeheim Peteracker",
1108972,"Weitnau, Haslach",
8573229,"Lufingen, Hintermarchlen",
1108971,"Weitnau, Biesenbach",
8503381,"Grafstal, Thalegg",
8503884,"Wislikofen, Dorf",
8591032,"Zürich Flughafen, Werkhof",
8583802,"Martigny, St-Théodule",
8595709,"Rümlang, Heuelstrasse",
8582526,"Rietheim, Badstrasse",
8518905,Winterthur Försterhaus,WFOE
8570997,"Martigny, Portes du Rhône",
8585191,82 PU Mösli Heiden,
8576763,"Bad Zurzach, Tierpark",
8573556,"Horgen, Ebnetstrasse",
8578781,"Bad Zurzach, Seesteg",
1108552,"Happingen, Abzw. Gartenstrasse",
8593724,"Le Locle, G. Favre",
1106624,"Pfullendorf, Abzw. Furtmühle",
1106618,"Pfullendorf, Bräuhaus",
1106616,"Bad Buchau, Kappel Gewerbegeb.",
1106613,"Bad Schussenried, Reichenbach",
1105115,"Gaisbeuren, Sportplatz",
1105110,"Dillenburg, Jahnstrasse",
8510034,"Urmein, Cazeschg",
1106563,"Kisslegg, Dettishofen Kreuzung",
1106559,"Kisslegg, Bietenweiler",
1106553,"Leutkirch, Blaichstrasse",
1106537,"Bad Wurzach, Wengenreute",
1106534,"Heidenheim-Schnaitheim,Bahnhof",
1106528,"Itzelberg, Bahnhof",
1106527,"Königsbronn, Bahnhof",
8579939,"Eglisau, Kaiserhof",
8580624,"Bülach, Soligänter",
8593713,"La Chaux-de-Fonds, Prés-Verts",
8590746,"Opfikon, Grätzli",
8573545,"Saland, Laubberg",
8573279,"Bauma, Hörnen",
8579442,"Wettswil a.A., Oberhusen",
8519707,Schöftland Gleisende,SFGE
8584592,"Blatten b.N.,Stalden Parkplatz",
8519523,"Zürich, Rämistrasse (Vzw)",
8584261,Tankstelle Traveco,
8506167,Schweizerhof,SHOF
8593654,"La Chaux-de-Fonds, Abeille",
8588492,"Gebertingen, Abzw.Schulstrasse",
8594429,"Chur, Meiersboden",
8519488,"Zürich, Landesmuseum (Vzw)",
8595211,"Melchsee-Frutt, Fachshubel",
8517405,Zürich Unterhaltsanlage DepotG,ZUAG
8519486,"Zürich Enge, Bf (Vzw Nord)",
8509985,"Vaduz, Post",
8573218,"Freienstein, Breite",
8508712,"Ennetbürgen, Riedmatt",
8572941,"Ennetbürgen, Oeltrotte",
8581279,"Wollerau, Bahnhof",
8573262,"Niederglatt ZH,altes Schulhaus",
8576135,"Effretikon, Moosburg",
8509341,"Dallenwil, Schulhaus",
8584796,Tankstelle Magden,
8502730,Tankstelle BP Wattwil,
8584869,Tankstelle Agrola Wald ZH,
1102145,"Überlingen Therme, Bahnhof",
1102220,"Überlingen, St.-Johann-Str.",
1102204,"Nesselwangen, Ludwigshof",
1102162,"Deisendorf, Ziegelei Ott",
8586891,72 Extern Schwarb Möhlin,
8503370,"Effretikon, Eselriet",
8519202,Ulrichen West,ULRW
8590879,"Waldburg, Station",
8516683,Zürich Zentralstellwerk,ZSTW
8519530,"Zürich, Wartau (Wds)",
8585212,"Rieden SG, Schulhaus",
8516758,Oberuster,OUST
8516665,Zürich HB Südtrakt,ZHS
8516674,Zürich Sihlpost,ZSIP
8518662,Zürich Europaallee,ZEUR
1108299,"Staufen (Brsg), Süd/Gymnasium",
1108295,"Staufen (Brsg), Wettelbrunnstr",
8503626,"Vorderthal, Flühbödeli",
8573798,"Vorderthal, Bächweidstrasse",
8572843,"Wolhusen, Viadukt",
8573202,Waltalingen,
8573328,"Stammheim, Frohsinn",
8594499,"La Chaux-de-F, Eplatures Nord",
8582699,"Wila, Geissackerstrasse",
8573536,"Weisslingen, Mühle",
8573509,"Fehraltorf, Sennerei",
8579869,"Fehraltorf, Schrännenbrunnen",
8583767,"Fehraltorf, Am Wildbach",
8516994,Rotkreuz Ost (Verzw),RKO
1402003,"Féternes, MACHERON",
1402001,"Doussard,Marc Carref La Plaine",
8517407,Zürich Stellwerk F,ZSWF
8585131,"Leukerbad, Schule-Sportarena",
1108683,"Gernrode (Harz), Bahnhof",
1108679,"Silberhütte(Anh), Silberblick",
8516667,Zürich Herdern West Letzibach,ZASL
8584899,Tankstelle AVIA Mühlrüti,
1108720,"Klosterreichenbach, Rathaus",
1108698,"Stiefenhofen, Balzhofen",
1108686,"Ilfeld, Talbrauerei",
8508976,"Sarnen, Sonnenberg",
8503150,"Volketswil, Dorf",
8572651,"Schöftland, Dorfstrasse",SCFD
1401996,"Taninges, Chessin",
1401990,"La Balme-de-Sillingy, Vignes",
1401986,"Sallanches, Parking Tonetti",
1108743,"Donaueschingen, Aufen Dorf",
8516025,Selfranga Süd,SELS
1401940,"Uffheim, Croisement D19",
1401933,"Stetten (F), Église",
8503580,"Uitikon, Schlössli",
8578942,"Minusio, Mappo",
8574615,"Uitikon, Gläseren",
8581771,"Tenero, Brere",
8574898,"Ringlikon, Gättern",
8508872,"Grossaffoltern, Post",
8517406,Zürich Unterhaltsanlage DepotF,ZUAF
8571464,"Ammerzwil BE, Unterdorf",
1108623,"Magdeburg, Opernhaus",
8588082,"Neuenegg, Flamingo",
1108575,"Berlin, Messe/Verwaltung",
8530257,Bern (Marzilibahn),
8519492,"Zürich Tiefenbrunnen, Bf (Wds)",
1109042,"Kempten (D), Memminger Strasse",
1107953,"Hamburg, Hbf/Spitalerstrasse",
1109040,"Leer (Ostfriesl), Schule",
1202177,"Werfenweng, Ortsmitte",
1109035,"Sternfeld, Ort",
1108809,"Kiel, Kaistrasse",
1203102,"Raasdorf, Bahnhof",
1107429,"Horgenzell, Hasenweiler",
1109018,"Deutzen, Markt",
1107415,"Ulm, Ostplatz",
1109009,"Görlitz, J.-R.-Becher-Strasse",
1107412,"Unterkochen, Bahnhof",
1109007,"Pillgram, Schulstrasse",
1107407,"Eschhofen, Friedhof",
8510360,"Kerzers, Papiliorama",
1200528,"Dornbirn, Messekreuzung",
8510447,Essence Garage TPF,
1201136,"Hohenems, Sohlstrasse",
8504128,Murten/Morat,MRT
1201520,"Lustenau, Sägerstrasse",
8504230,Neuchâtel-Vauseyon,NEVS
8575407,"Breno, Ponte di Vello",
1201921,"Zurndorf, Bahnhof",
8574815,"Donat, Pazen",
8510198,"Comano, Rotonda",
1201918,"St.Urban/Ossiacher See, Urbani",
8593739,"Le Locle, Daniel-JeanRichard",
8576807,"Uebeschi, Neubau",
1107141,"Walke, Ort",
8519635,Siggenthal Industrie,SIIN
8505905,"Agarone, i Lög",
1107099,"Heimenkirch, Bahnhalt",
8519029,Barrage du Vieux-Emosson,BVEM
8575547,"Agarone, Ronco Morasci",
1107401,"Limburg(Lahn), ZOB Süd",
8571829,"Le Locle, Les Replattes",
8505626,"Berzona (Verzasca), Paese",
1107399,"Fr'hafen, Kreisimpfzentrum",
8582510,"Bad Zurzach, Feldblumenweg",
8589137,"Salvenach, Wilerstrasse",
1107397,"Horgenzell, Ringenhausen",
8582509,"Bad Zurzach, Dachsweg",
8517524,Lyss Murgeliweg,LYSM
1107396,"Horgenzell, Reichertmühle",
8580772,"Corcelles NE, rue à Jean",
8591920,"Thun, Progymatte",
1107393,"Kressbronn, Schlupfenbuch",
1108995,"Buchenberg, Neuensteiner Str.",
8580991,"Locarno, Centro",
1107386,"Ravensburg, Kornhaus",
1108978,"Weitnau Kleinweiler, Hofen",
8591575,"Campione, Via Tagliaferri",
1107372,"Sauldorf, Unterbichtlingen",
1108661,"Nordrach, Klausenbach",
8575676,"Monteggio, Bivio Fornasette",
1107349,"Niederbiegen, Ort",
1108651,"Nordrach, Gewerbegebiet",
8505797,"Comano, Chiesa",
1201448,"Lustenau, Flurstrasse",
1108637,"Berghaupten, Obertal",
8588426,"Steffisburg, Kirche",
1201498,"Lustenau, Pestalozziweg",
8506989,"Dorf, Gemeindehaus",
8588580,"Steffisburg, Zulgbrücke",
1200842,"Gisingen, Milchhof",
8578785,"Böbikon, Schulhaus",
8595135,"Lugano, Via Olgiati",
1201615,"Tisis, Letzestrasse",
8574817,"Lohn GR, Val Vins",
8591922,"Thun, Schorenfriedhof",
1201610,"Nofels, GH Bad Nofels",
8574820,"Wergenstein, Lavanos",
8531197,Saanen Rüebeldorf (Talstation),
1201604,"Nofels, Bergäcker",
8583799,"Martigny, Ottan",
8507163,Schadau,SCAU
1201618,"Nofels, Oberer Hasenbach",
8503407,Rümikon-Mellikon,RM
8590099,"Liebefeld, Steinhölzli Märit",
1105489,"Wörth (Rhein), Hallenbad",
8506503,"Winterthur, Sulzerallee",
8504186,Münchenwiler-Courgevaux,MUCO
1108804,"Karlsruhe, Hertzstrasse",
8586169,"Strada i.E., Seraplana scuola",
8570465,"Romont FR, gare",
1108803,"Stetten (LÖ), Tullastrasse",
8531226,Fiescheralp (Bergstation 1),
8518214,Gümmenen Viadukt,GMMV
1107341,"Blumberg (Bd), Eschach",
8570850,"Haldenstein, Usserdorfstrasse",
8575564,"Dirinella, Confine",
1107340,Blumenberg-Überachen,
8577075,"Hitzkirch, Bleulikon",
8590097,"Köniz, Mösliweg",
1107330,"Unadingen, Mauchachstrasse",
8507247,"Gelfingen, Kreisel",
8571690,"Hirschmatt (Guggisberg), Allme",
1107326,"Seppenhofen, Linsimühle",
8593752,"Le Locle, Auguste-Lambelet",
8578976,"Locarno, Villa India",
1107309,"Aulendorf, Vogelsang",
8503148,Neugut (Abzw),NGUT
8576760,"Aeschlen ob Gunten, Erliboden",
1107301,"Aulendorf, Röhren",
1108448,"Reichenbach (Vogtl), Bahnhof",
8581783,"Lyss, Abzw. Hardern",
1107287,"Aulendorf, Grundschule",
1108446,"Kiel, Stadtrade",
8508077,"Zollikofen, Hirzenfeld",
1107286,Geblisberg,
8584696,"St-Gingolph, rte Cantonale",
8518116,Moosseedorf Unterwerk,MOUW
1105747,"Stuttgart, Neckarpark",
8530885,Gotschnaboden (Gotschnagrat),
8505913,"Lugano, Autosilo Balestra",LGXB
1105742,"Stuttgart, Hafenbahnstrasse",
8593577,"Neuchâtel, Acacias",
8506507,"Kallnach, Mitteldorf",
1105723,"Lützelsachsen, Pilgerhaus",
8579629,"Neuchâtel, Verger-Rond",
8575501,"Vergeletto, Chiesa",
1105719,"Weinheim, Luisenstrasse",
8502026,Gelfingen,GELF
8507050,"Bern, Egghölzli",BNEG
1105695,"Heidelberg, Ochsenkopf",
8504231,Les Deurres,DEU
8509473,"Grubenwald, Hauptstrasse",
1105693,"Neuenheim, Technologiepark",
8530008,"Neuchâtel, Côte (FUNI)",
8582705,"Gsteig b. Gstaad, Schönenboden",
1106483,"Niederweiler, Weilermatt",
8504232,Corcelles-Peseux,CP
8593759,"Tatroz, village",
1106464,"Heitersheim, B3",
8574819,"Lohn GR, Dorf",
8591632,"Paradiso, Fontana",
1202173,"St.Johann/Tirol, Steinlech-Pl.",
8586527,"Sk Gampel, OpenAir",
8505401,Tenero,TEN
1202165,"St.Johann-Weistrach, Bahnhof",
8586399,"Sk Fiesch, Abzw. Bahnhof",
8588975,"Castagnola, S. Grato",
1108797,"Knielingen, E.-Eiermann-Allee",
8584895,Tankstelle Waldburger Hundwil,
8570483,"Romont FR, Les Chavannes",
1107258,"Ostrach, Ochsenbach Ort",
8586517,Tankstelle PU TPM Mesocco,
8578938,"Muralto, Croce Bianca",
1107253,"Magenbuch, Grundschule",
8531007,Clavadeler Berg (Talst. J'hn),
8507713,"Gerzensee, Thalgut",
1107234,"Altshausen, Ebenweiler Str.",
1108608,"Lützenhardt, Sportplatz",
8576810,"Thierachern, Sandbühl",
1106935,"Lenzkirch, Kappel Brücke",
1108588,"Pfalzgrafenweiler, ZOB",
8581802,"Uetendorf, Bahnhof",
8510122,"Gfeld, Bahnhof",
8503413,Kaiserstuhl AG,KAAG
8516837,Bern Wylerpark,BNWY
1106419,"Stuttgart, Westbahnhof",
8593746,"Le Locle, Raya",
8507012,Bern JKLM,JKLM
1105669,"Friedrichstal (Baden), Bahnhof",
8584880,Tankstelle Neukirch a. d. Thu,
8576837,"Allmendingen, Längmatt",
1105652,Maxdorf,
8586331,"Chamoson, salle polyvalente",
8557049,"Saanen, Spitzhorn",
1105642,"Ludwigshafen, Wittelsbachplatz",
1108571,"Schopfloch (FDS), Sonne",
8505630,"Lavertezzo, Ai Poss",
1105632,"Ludwigshafen, Rheinfeldstrasse",
8531227,Fiescheralp (Talst. Eggishorn),
8594784,"Boltigen, Garstatt",
1108863,"Süderbrarup, Schulzentrum",
8582540,"Les Brenets, Le Châtelard",
8501398,Saanen,SAAN
1107608,"Rot (Rot), Tristolz",
8504260,"Neuchâtel, Vauseyon",
8571443,"Frauenkappelen, Hübeli",
1107603,"Guggenhausen (RV), Egg K7963",
8579630,"Neuchâtel, Av. des Cadolles",
8575545,"Agarone, Chiossette",
1106453,"Neuenburg (D),Ensisheimer Str.",
1108785,"Berlin, Wollank-/Sternstrasse",
8590114,"Bern, Marzilistrasse",
1106436,"Bad Wurzach, Dietmanns",
8506461,"Diepoldsau, Storchenbühl",
8510411,"Zweisimmen, Obegg",
1106431,"Bad Wurzach, Waldburgstrasse",
8587408,"Sevelen, Rathaus",SEVR
8505300,Lugano,LG
1106427,"Bad Wurzach, Albers",
8574458,"St. Gallen, Martinsbrücke",
8507000,Bern,BN
1105065,"Bad Waldsee, Stadthalle",
1202925,"Achleitnersiedlung, Bahnhof",
8507614,"Lenk, Metschbahnen",
1105043,"Ellwangen (Rot), Schule",
1202923,"Leonding, Paschinger Strasse",
8576554,"Thun, Lauenen",
8578283,"Diegten, Eimatt",
1202828,"Leisach, Ort",
8576867,"Thun, Hofstetten",
8571001,"Fully, Le Carroz",
1202823,"Schwendt, Lederer",
8581655,"Paradiso, Piscina",
8590196,"Baden, Grosse Bäder",
1202815,"Kirchdorf/Tirol, Volksschule",
8508001,Schönbühl SBB,SCHB
1106741,"Mittelbuch, Abzw. Bebenhaus",
1202793,Griesenau (Tirol),
8504108,Bern Europaplatz,BNAS
1107209,"Obereggatsweiler, Daiberhof",
1202791,"Lofer, Mittelschule",
8594224,"Lugano, Piazza Loreto",
1107206,"Bad Saulgau, Bondorf KiGa",
1202409,"Oberdrauburg, Bahnhof",
8505217,Mezzovico,MEZ
1107204,"Bad Saulgau, Bondorf Rössle",
1108831,"Ahrweiler, Obertor",
8576808,"Uebeschi, Dorf",
1107192,"Bad Saulgau, Friedberg FHW",
1107845,"Mundelfingen, Wutachstrasse 43",
8504448,Löchligut Süd (Abzw),LGUS
1107827,"Odersbach, Ost",
8576584,"Steffisburg, Glockenthalerhof",
1107818,"Aumenau, Lahnstrasse",
8500009,"Pregassona, Scuola Media",
1106062,"Seelbach, Tretenhof",
8583045,"Lyss, Industrie Süd",
1106060,"Wittelbach, Rathaus",
8583033,"Lyss, Flurweg",
1106057,"Seelbach, Schule",
8506524,"Locarno, Bosco Isolino",
1106056,"Seelbach, Engel",
8575285,"Bigogno, Paese",
1106044,"Lahr (Schw), Stefanienstrasse",
